GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
1400000US36047042600,36047042600,"Census Tract 426, Kings County, New York",1450,90,59487,9350,71.0,8.0,68526,11278,23.0,6.6,13596,6417,32.6,7.7,13285,1999,11.2,4.5,9891,1277,4.5,4.2,3085,1994,10.6,4.6,11986,5682,1107,127,66527,11117,18.2,7.8,20503,6109,28.5,8.3,47169,11550,24.1,8.7,79544,31004,16.0,6.7,92834,23545,9.4,4.3,123390,32675,3.9,4.3,96833,15509,4400,494,20480,3657,46.2,9.0,23133,3680,3.6,3.2,44175,17227,0.0,0.7,-,**,46.1,7.9,17352,5613,0.0,0.7,-,**,3.3,5.0,2071,3374,0.8,0.9,16950,15032,11.9,8.1,9611,6396,38.0,7.0,25590,3978,31.8,(X),(X),(X),30.4,(X),(X),(X),21.4,(X),(X),(X)
1400000US36047042700,36047042700,"Census Tract 427, Kings County, New York",1686,84,50853,6250,82.3,6.3,56649,6542,4.4,2.9,4178,4744,9.4,4.0,12891,4405,10.5,4.9,9700,2360,8.8,5.5,4068,856,5.9,3.7,14574,7307,1083,144,39846,6192,23.1,9.2,17547,10946,37.9,10.5,30680,6164,5.4,4.9,60653,29743,18.9,8.5,52552,11115,5.4,5.4,81202,36383,9.3,5.4,70552,24438,5905,612,15444,2217,44.6,8.9,19190,3857,9.8,5.3,14553,5978,0.0,0.5,-,**,2.7,2.8,20554,8909,0.0,0.5,-,**,41.9,8.5,11002,2621,1.0,0.9,29569,7667,76.8,5.9,11720,1919,13.6,3.8,33589,6581,36.7,(X),(X),(X),38.5,(X),(X),(X),24.0,(X),(X),(X)
1400000US36047042800,36047042800,"Census Tract 428, Kings County, New York",1446,77,61269,7441,75.7,6.4,68627,8799,18.4,5.9,4615,2645,32.3,7.1,15547,2303,12.0,4.2,9886,1643,2.8,2.5,3724,2106,12.4,5.3,12929,4822,1055,119,70461,9523,14.9,7.2,N,N,34.2,9.5,N,N,30.9,9.2,N,N,15.2,6.3,N,N,4.7,4.0,N,N,0.1,0.6,N,N,3793,383,24311,3019,65.7,6.9,25418,3668,0.4,0.5,18593,1379,0.0,0.9,-,**,29.1,6.5,23331,5981,0.0,0.9,-,**,4.6,4.2,16165,7127,0.2,0.4,-,**,7.2,4.3,22834,9850,64.2,7.1,24941,3699,27.0,(X),(X),(X),27.1,(X),(X),(X),19.8,(X),(X),(X)
1400000US36047042900,36047042900,"Census Tract 429, Kings County, New York",1843,106,49196,6563,83.7,5.4,55090,6419,4.0,2.7,2396,3472,10.7,4.4,8408,2120,10.3,3.8,9851,1815,11.5,4.8,4233,2074,0.6,0.9,16064,21,1379,147,43334,7582,18.7,6.0,10295,2679,41.8,8.5,31440,6223,11.1,5.5,55627,12011,14.5,6.3,79370,25634,4.9,4.2,90743,22469,8.9,4.8,68336,22062,6175,562,15533,2011,43.0,9.0,19651,2873,11.9,5.5,15755,3994,0.3,0.4,N,N,1.3,1.0,32173,27444,0.0,0.5,-,**,40.6,9.2,10288,2193,3.0,3.2,20941,18303,81.5,5.0,13386,2145,12.2,4.3,29587,4061,40.2,(X),(X),(X),39.4,(X),(X),(X),27.6,(X),(X),(X)
1400000US36047043000,36047043000,"Census Tract 430, Kings County, New York",1201,83,55291,7980,70.9,7.0,66046,11089,11.3,5.4,6754,4270,19.6,5.5,17317,4161,16.7,6.3,9287,1234,5.5,4.6,8018,5193,9.2,4.6,9790,3634,813,105,65015,12065,19.6,7.7,28541,9742,25.0,13.4,45875,10236,25.3,12.5,83015,25652,19.7,9.4,82819,37057,6.3,6.3,89982,38623,4.2,4.2,119579,6189,3030,368,22376,4539,60.1,11.1,23782,5868,0.0,1.1,-,**,0.0,1.1,-,**,36.0,10.0,20358,7570,0.0,1.1,-,**,3.9,5.3,19310,8800,0.0,1.1,-,**,12.1,7.7,15554,2722,52.4,9.5,25311,6664,46.8,(X),(X),(X),57.6,(X),(X),(X),39.7,(X),(X),(X)
1400000US36047043100,36047043100,"Census Tract 431, Kings County, New York",1766,93,46846,11902,76.3,6.7,55725,15052,4.8,3.5,4004,5472,11.0,4.6,11209,2646,10.7,4.6,6935,1352,8.0,4.3,3521,836,5.1,3.4,19721,13217,1211,157,44731,14586,22.7,7.8,8144,3170,34.3,9.4,27062,5439,15.2,6.4,51452,17968,14.5,6.8,48285,8039,7.2,5.4,203076,207539,6.2,5.0,68185,33804,5402,531,16243,3763,33.2,8.3,14945,4178,12.4,5.6,16426,6102,0.0,0.6,-,**,12.0,5.6,32699,23959,0.0,0.6,-,**,41.3,8.1,12664,2491,1.1,0.9,9002,7643,73.6,6.8,12661,2092,11.2,4.7,23244,9549,45.7,(X),(X),(X),43.6,(X),(X),(X),33.4,(X),(X),(X)
1400000US36047043200,36047043200,"Census Tract 432, Kings County, New York",1502,94,56332,7210,79.5,4.6,59599,7974,12.8,4.0,7052,3931,24.0,5.1,13888,1751,11.1,4.5,9812,2215,0.0,2.1,-,**,11.9,5.0,18870,6120,1167,109,59577,8147,14.9,5.1,24642,8449,35.4,9.2,52525,10913,19.8,7.0,74667,18419,15.9,7.6,56268,13760,7.7,4.8,107590,46316,6.3,4.3,83855,39430,4507,437,19790,2611,60.9,7.0,23509,3649,1.4,1.4,17593,7713,0.5,0.6,N,N,32.8,6.3,14824,3843,0.0,0.7,-,**,2.7,2.9,8393,3160,1.8,2.2,6790,5333,19.1,6.9,17067,5279,46.1,7.1,24830,4546,38.7,(X),(X),(X),45.3,(X),(X),(X),33.0,(X),(X),(X)
1400000US36047043300,36047043300,"Census Tract 433, Kings County, New York",1414,69,45588,7644,69.7,7.4,55458,8847,2.8,2.6,32383,50272,20.7,5.9,9221,2715,18.5,5.7,10090,1707,5.0,3.6,2742,1357,3.4,3.6,16304,10712,1046,124,50777,9404,23.7,8.3,N,N,39.8,11.1,N,N,12.2,8.0,N,N,19.2,8.4,N,N,2.2,3.3,N,N,2.9,3.3,N,N,4484,457,14849,2586,50.9,11.3,17162,3880,19.4,9.3,16007,6883,0.2,0.3,-,**,3.4,2.8,9328,4342,0.0,0.7,-,**,23.5,10.0,11068,4607,2.6,2.1,3512,1452,82.4,6.0,12344,2361,8.9,4.3,36823,16884,41.1,(X),(X),(X),43.1,(X),(X),(X),23.4,(X),(X),(X)
1400000US36047043400,36047043400,"Census Tract 434, Kings County, New York",1272,82,61091,10617,73.2,6.4,68398,10038,15.7,5.4,21293,23500,24.4,6.4,13299,2326,13.8,4.7,10988,1751,2.2,2.1,3364,832,9.8,4.6,16362,14958,859,95,71983,14229,17.2,8.0,19645,5630,38.1,9.0,41080,9857,20.7,8.4,129460,21842,13.0,7.3,109493,50214,6.4,5.1,142164,54514,4.5,3.3,60687,22732,3560,338,22273,3726,65.3,7.8,24988,4395,3.2,2.8,17203,17244,0.0,0.9,-,**,28.6,7.1,17384,6803,0.0,0.9,-,**,0.3,0.5,N,N,2.6,3.6,14841,3329,7.4,6.6,25068,17470,58.1,7.6,24938,4335,36.3,(X),(X),(X),37.4,(X),(X),(X),25.3,(X),(X),(X)
1400000US36047043500,36047043500,"Census Tract 435, Kings County, New York",1478,84,63528,20435,86.8,6.3,67446,23034,5.2,3.8,5461,4078,12.6,4.7,12614,1679,10.6,6.0,9667,2370,5.2,3.9,1410,662,2.6,2.5,20289,16691,1158,128,69910,25748,9.2,7.0,9815,9125,38.9,9.3,34681,6851,11.1,7.0,97924,20996,20.3,10.0,49066,19396,7.1,5.2,298320,326907,13.5,7.7,100538,45859,5619,549,17323,5409,42.6,10.7,14488,3464,32.2,7.8,14087,4862,0.0,0.6,-,**,1.2,2.1,5920,947,0.0,0.6,-,**,19.6,9.1,13644,4838,4.4,3.1,87775,89583,79.0,5.2,18202,6737,1.9,2.0,35750,14526,52.1,(X),(X),(X),54.1,(X),(X),(X),31.6,(X),(X),(X)
1400000US36047043600,36047043600,"Census Tract 436, Kings County, New York",1637,44,60965,12839,68.7,5.9,72563,17431,11.6,5.2,21267,16397,30.2,7.1,15679,2238,13.7,4.6,10229,2609,7.9,4.6,3391,1469,8.9,4.3,13999,5039,1205,135,71431,17031,23.7,6.3,21189,5412,29.7,8.2,75373,38421,24.8,8.0,106191,48139,12.7,6.2,72346,21604,6.4,4.1,67600,22852,2.7,2.8,152309,111407,4276,346,23997,4798,73.7,6.4,23684,4994,0.0,0.1,N,N,0.0,0.8,-,**,21.8,6.1,26094,15843,0.0,0.8,-,**,1.1,1.4,24009,12433,3.4,2.9,17565,5266,7.8,3.6,20229,5175,68.5,6.4,24084,5497,49.0,(X),(X),(X),50.8,(X),(X),(X),36.9,(X),(X),(X)
1400000US36047043700,36047043700,"Census Tract 437, Kings County, New York",1664,105,50598,5899,84.0,5.1,51920,6328,12.0,5.5,7241,4257,16.6,5.7,13806,2423,13.1,5.9,8439,1096,3.6,2.5,6725,4953,10.6,4.1,8903,3732,1197,110,46118,7679,20.5,7.9,15264,5601,38.7,9.2,36253,6725,7.8,5.2,57320,14015,21.4,8.0,64309,16342,4.6,3.3,110089,25222,7.1,5.3,80352,12476,5903,551,15183,2090,41.1,7.7,16158,3426,29.0,8.2,13949,4158,0.9,1.4,N,N,1.9,1.5,28095,18731,0.0,0.5,-,**,24.5,7.5,13962,2681,2.6,2.2,17923,7742,63.8,7.0,12945,2126,11.3,3.0,24478,6785,63.3,(X),(X),(X),60.8,(X),(X),(X),37.4,(X),(X),(X)
1400000US36047043800,36047043800,"Census Tract 438, Kings County, New York",901,58,57078,7815,75.2,6.5,62348,8966,15.8,5.9,17914,10199,25.2,7.0,15135,2905,7.5,4.0,10085,1619,3.1,3.8,4143,1317,10.0,6.0,19807,13998,654,79,64494,10120,13.0,5.4,20593,4489,33.6,9.6,68623,22095,22.3,7.6,57609,13681,18.8,9.3,60667,23666,6.7,5.6,110795,43623,5.5,4.3,127339,22638,2636,292,20164,3072,84.4,7.0,20713,3457,0.6,0.8,N,N,0.0,1.2,-,**,7.5,4.4,24434,8730,0.0,1.2,-,**,6.6,5.3,9221,3456,0.9,1.4,N,N,13.6,9.2,11450,2466,77.8,9.8,21316,3781,39.5,(X),(X),(X),46.5,(X),(X),(X),30.2,(X),(X),(X)
1400000US36047043900,36047043900,"Census Tract 439, Kings County, New York",1286,61,51785,11600,73.0,10.3,62927,14342,7.4,5.3,3303,3965,16.5,6.3,15206,2968,8.2,5.0,4208,1647,5.8,4.4,3982,1552,7.8,4.8,16350,5522,928,101,58957,14546,19.4,10.7,N,N,39.9,10.1,N,N,8.3,5.7,N,N,19.5,8.5,N,N,0.8,1.3,N,N,12.2,7.6,N,N,4310,577,16413,3416,39.5,11.7,16960,5998,19.6,7.7,13247,5852,0.3,0.6,N,N,9.5,6.5,31212,19524,0.0,0.7,-,**,31.1,11.1,13271,3282,0.0,0.7,-,**,76.7,7.7,15328,3438,1.5,1.4,19909,7703,48.5,(X),(X),(X),45.9,(X),(X),(X),28.1,(X),(X),(X)
1400000US36047044000,36047044000,"Census Tract 440, Kings County, New York",863,79,69587,10491,79.3,6.8,74692,13649,10.9,4.4,5976,2747,30.7,8.7,16655,2352,6.6,3.8,11893,2885,1.2,1.4,7630,4032,12.5,5.9,20535,13147,640,94,78476,14307,15.8,7.5,N,N,48.3,10.6,N,N,20.6,8.1,N,N,4.1,3.3,N,N,9.4,3.7,N,N,1.9,2.2,N,N,2528,288,24108,3770,88.9,6.5,25737,4134,0.1,0.2,N,N,1.4,1.6,17697,11051,1.9,2.7,12758,13474,0.0,1.3,-,**,3.6,4.8,8117,11116,4.1,4.3,10864,10539,7.1,4.7,13984,7738,84.9,6.4,26130,4305,43.7,(X),(X),(X),42.3,(X),(X),(X),30.7,(X),(X),(X)
1400000US36047044100,36047044100,"Census Tract 441, Kings County, New York",1909,106,59237,11242,82.5,5.8,61675,8476,6.9,3.4,83878,125573,12.9,4.5,10196,1716,4.8,2.7,9180,2648,1.0,1.7,1235,12,2.7,1.9,18143,11460,1419,149,50594,8452,11.9,7.1,5296,4180,36.4,8.7,33676,10424,20.0,6.3,64263,11418,13.4,6.0,48046,9314,9.1,5.4,99118,37854,9.2,4.9,102472,35795,6570,493,17975,3453,30.6,7.1,26687,9784,14.0,6.9,17851,8764,0.4,0.6,18373,9676,10.6,4.0,21723,8569,0.0,0.5,-,**,41.9,9.3,11252,2107,2.5,2.2,8581,11767,79.3,4.8,13601,2251,9.0,3.3,48335,30309,41.0,(X),(X),(X),37.0,(X),(X),(X),26.3,(X),(X),(X)
1400000US36047044200,36047044200,"Census Tract 442, Kings County, New York",832,64,67350,9964,85.0,5.4,66219,10570,19.0,7.1,18848,9680,22.0,8.2,19551,2485,6.0,5.3,9256,1900,0.0,3.8,-,**,10.0,5.0,19740,5031,662,76,75889,11803,2.7,2.9,52011,21921,60.0,11.2,67107,15621,15.0,7.3,105253,30341,13.0,8.9,48353,25778,6.9,6.0,116572,9024,2.4,2.4,170031,176720,2504,338,22990,3670,95.8,2.7,23596,3843,0.0,1.3,-,**,0.0,1.3,-,**,3.3,2.6,9384,7506,0.0,1.3,-,**,0.8,1.0,N,N,0.0,1.3,-,**,0.9,1.0,N,N,95.5,2.7,23675,3855,41.2,(X),(X),(X),36.1,(X),(X),(X),25.6,(X),(X),(X)
1400000US36047044300,36047044300,"Census Tract 443, Kings County, New York",1812,118,57393,6012,81.5,5.6,64361,6818,9.6,4.7,9081,8075,13.6,5.8,14642,2921,7.3,3.8,9214,1347,1.6,1.4,2631,2785,3.6,2.8,18731,15564,1304,144,51751,6520,16.3,6.5,19676,10734,30.9,7.7,34903,7794,19.5,5.9,68894,11820,13.0,6.5,53772,13093,7.7,5.4,86496,28632,12.7,6.2,84394,10041,6505,635,16786,1963,42.6,8.0,19361,3444,4.6,3.6,33205,12774,0.0,0.5,-,**,10.1,3.6,15593,6440,0.0,0.5,-,**,38.9,8.3,12060,2196,3.9,2.7,19679,14337,73.5,6.7,14143,1643,14.0,5.8,26530,9616,37.4,(X),(X),(X),33.9,(X),(X),(X),28.0,(X),(X),(X)
1400000US36047044400,36047044400,"Census Tract 444, Kings County, New York",1090,101,74351,15455,69.9,9.1,79198,11911,20.6,8.2,60209,58270,27.0,6.6,15128,2658,10.6,5.9,10615,3082,0.8,1.3,11611,20,5.6,3.1,12907,9710,740,109,93287,22966,18.6,10.0,77987,100489,39.7,13.8,82192,23301,19.7,9.9,92805,28748,8.1,3.8,123997,70113,6.1,4.5,163189,49510,7.7,5.4,101279,21184,3128,411,26513,5594,90.9,6.2,27652,6026,0.3,0.6,N,N,1.9,2.1,N,N,4.3,5.4,20010,8268,0.0,1.0,-,**,2.4,2.6,7838,1999,0.4,0.5,N,N,7.2,7.2,16804,5477,86.5,8.9,28064,6501,45.2,(X),(X),(X),48.6,(X),(X),(X),40.1,(X),(X),(X)
1400000US36047044500,36047044500,"Census Tract 445, Kings County, New York",1556,90,53629,6914,81.9,6.7,57777,7173,11.0,5.5,18968,9928,13.2,5.8,14653,3960,11.6,5.2,10197,2745,2.9,2.1,4931,3062,3.6,2.7,12875,5711,1041,127,50144,7615,15.7,7.4,14063,7336,43.7,10.1,30995,7084,19.9,8.6,102582,24635,11.7,6.7,45548,12761,3.7,3.0,132571,23917,5.4,5.2,70993,15443,4694,550,18334,2406,46.5,8.9,18643,3814,8.3,6.1,15912,7358,0.6,0.9,N,N,13.5,3.7,32336,9236,0.0,0.7,-,**,27.7,9.0,13167,4087,3.4,2.6,8298,5872,57.5,7.2,11974,2303,18.5,5.1,31786,5825,41.5,(X),(X),(X),39.0,(X),(X),(X),27.2,(X),(X),(X)
1400000US36047044600,36047044600,"Census Tract 446, Kings County, New York",682,53,77721,16807,80.8,6.7,83536,17879,15.8,7.2,22706,16908,33.3,10.7,13217,4871,6.0,4.1,8093,1686,8.7,6.0,9331,6286,8.4,4.8,7077,2695,451,71,81031,13368,14.9,8.4,N,N,36.4,11.8,N,N,29.5,10.1,N,N,6.7,6.0,N,N,7.5,5.8,N,N,5.1,6.2,N,N,1809,216,30548,6367,58.4,11.4,35346,9189,0.4,0.3,6443,11623,0.4,0.8,N,N,37.6,11.2,24751,6899,0.0,1.8,-,**,1.7,2.0,5707,1828,1.5,2.4,30007,9552,9.4,6.8,20922,10601,50.6,12.7,37052,10254,58.8,(X),(X),(X),55.0,(X),(X),(X),51.5,(X),(X),(X)
1400000US36047044700,36047044700,"Census Tract 447, Kings County, New York",840,81,61701,12919,93.7,5.2,61161,12812,16.1,7.5,7153,6903,5.8,4.3,6645,3209,11.5,10.4,8974,987,2.6,2.8,777,5,1.4,1.7,37592,1590,497,92,66673,14202,0.0,6.3,N,N,42.9,15.4,N,N,16.3,10.1,N,N,31.4,15.7,N,N,8.2,4.1,N,N,1.2,2.0,N,N,2589,373,21396,4286,37.8,12.2,27106,6690,22.4,8.7,24957,6936,0.0,1.2,-,**,2.5,2.9,36388,34482,0.0,1.2,-,**,32.5,11.1,12731,5406,4.8,3.3,10686,5653,66.9,6.7,16999,3727,13.8,4.5,47800,14385,35.6,(X),(X),(X),45.7,(X),(X),(X),27.4,(X),(X),(X)
1400000US36047044800,36047044800,"Census Tract 448, Kings County, New York",777,55,65461,8752,69.0,7.7,71456,9915,33.7,8.8,14121,7802,32.7,7.4,14519,1643,4.8,3.5,9084,3076,1.7,2.3,846,1605,19.3,6.4,29730,7819,377,68,80927,13198,15.9,10.9,N,N,35.3,13.6,N,N,23.9,10.5,N,N,5.0,4.3,N,N,13.8,6.8,N,N,6.1,6.9,N,N,1835,205,28033,3617,85.2,8.0,29543,4299,2.2,2.8,18949,8646,0.0,1.8,-,**,7.0,5.6,23472,13381,0.0,1.8,-,**,4.5,5.2,15911,18170,1.1,1.5,N,N,6.5,5.4,19063,14247,83.8,8.0,29426,4362,38.1,(X),(X),(X),40.8,(X),(X),(X),38.3,(X),(X),(X)
1400000US36047044900,36047044900,"Census Tract 449, Kings County, New York",1090,64,55277,14735,67.7,7.7,67833,19903,4.9,3.3,12755,21006,25.0,6.8,14333,4324,24.1,7.1,8665,1412,8.6,5.8,3720,2119,11.3,6.0,18044,6931,743,90,55741,9549,26.5,8.5,15545,5315,32.4,10.5,48339,10337,14.7,8.5,107555,10895,13.2,8.7,61217,4984,6.1,6.2,114753,27091,7.1,4.8,72023,23398,3108,385,20804,5288,41.7,11.1,20899,2969,35.4,9.5,15558,4033,0.0,1.0,-,**,0.6,0.6,9658,7216,0.0,1.0,-,**,21.2,7.9,18462,6131,1.1,1.5,232266,409414,35.5,8.5,27271,13232,29.5,9.6,20838,3117,44.3,(X),(X),(X),37.8,(X),(X),(X),38.0,(X),(X),(X)
1400000US36047045000,36047045000,"Census Tract 450, Kings County, New York",211,82,85796,34182,65.4,21.3,109378,42263,26.5,19.6,11975,8432,27.0,21.3,19858,8073,2.8,4.6,9717,30,0.0,14.2,-,**,11.4,11.1,31271,1869,180,84,87897,36816,28.3,24.3,N,N,17.2,15.8,N,N,25.6,22.2,N,N,6.7,10.9,N,N,3.9,5.4,N,N,18.3,26.5,N,N,703,273,26436,7948,72.4,20.5,32049,8893,5.4,8.7,N,N,0.0,4.5,-,**,0.0,4.5,-,**,0.0,4.5,-,**,22.2,23.3,12382,3968,0.0,4.5,-,**,24.5,23.2,13165,4299,70.1,20.5,32414,9207,35.5,(X),(X),(X),35.0,(X),(X),(X),23.9,(X),(X),(X)
1400000US36047045200,36047045200,"Census Tract 452, Kings County, New York",854,84,93805,18961,78.6,6.1,90679,21227,29.0,7.0,40474,17468,31.7,8.3,21756,2992,1.4,1.6,8283,1370,1.6,1.6,2686,2950,12.5,6.0,24448,14584,626,88,109445,26020,16.5,5.0,N,N,48.4,12.2,N,N,27.6,10.8,N,N,1.9,2.6,N,N,5.4,4.5,N,N,0.2,0.9,N,N,2499,422,32157,7324,97.0,1.9,32512,7543,0.0,1.3,-,**,0.9,1.3,N,N,0.6,1.1,2825,2146,0.0,1.3,-,**,0.6,0.9,N,N,0.8,1.0,N,N,3.1,2.6,56614,52789,94.5,3.0,31973,7563,42.3,(X),(X),(X),49.7,(X),(X),(X),31.2,(X),(X),(X)
1400000US36047045300,36047045300,"Census Tract 453, Kings County, New York",634,53,62341,9234,86.9,6.1,68199,9680,12.0,5.8,9276,7442,8.2,6.0,9721,1778,1.1,1.9,14429,34,5.4,4.8,5409,6454,0.0,5.0,-,**,295,73,44840,10176,7.8,8.4,N,N,45.4,13.5,N,N,19.3,10.0,N,N,23.4,14.2,N,N,4.1,6.0,N,N,0.0,10.4,N,N,1824,450,23796,5074,55.6,16.1,34991,6733,16.7,17.3,9377,5120,0.0,1.8,-,**,2.1,1.9,26484,19501,0.0,1.8,-,**,25.2,10.0,8805,2626,0.4,0.9,N,N,50.9,12.8,12877,3855,32.0,10.5,47954,9858,36.8,(X),(X),(X),46.1,(X),(X),(X),34.4,(X),(X),(X)
1400000US36047045400,36047045400,"Census Tract 454, Kings County, New York",545,76,65972,11510,82.0,8.3,72748,11955,8.3,5.2,5222,4921,29.5,9.4,15668,3716,2.9,3.6,7394,2314,0.0,5.8,-,**,6.1,4.8,13758,6331,409,73,78250,12939,9.8,7.9,31035,11714,42.1,13.7,64057,19838,19.1,9.6,88399,21906,11.5,9.4,79219,34473,12.5,9.5,110224,16355,5.1,5.4,166914,26296,1883,314,19698,3407,83.6,9.5,21039,3966,0.7,1.0,N,N,0.0,1.7,-,**,5.6,5.5,5672,2677,0.0,1.7,-,**,8.6,7.5,17214,10226,1.5,1.6,6968,2307,9.9,7.6,20290,10460,83.0,9.6,20817,4039,40.9,(X),(X),(X),43.5,(X),(X),(X),24.9,(X),(X),(X)
1400000US36047045600,36047045600,"Census Tract 456, Kings County, New York",880,48,62928,13314,75.6,5.9,71240,16853,15.0,6.0,13495,13872,22.3,5.8,16065,3141,10.8,4.3,10089,1529,0.6,0.9,2220,47,6.5,6.1,22419,10251,711,72,70620,16370,15.5,6.2,N,N,46.8,12.1,N,N,15.9,6.6,N,N,13.9,9.1,N,N,6.0,6.0,N,N,1.8,2.4,N,N,2437,253,22971,4584,85.7,6.2,25623,5078,0.9,1.1,18132,10380,0.0,1.3,-,**,5.5,4.9,8594,2667,0.0,1.3,-,**,2.1,3.3,7308,1661,5.8,4.8,3880,3738,2.7,3.2,9530,7404,85.1,6.3,25685,5095,36.3,(X),(X),(X),40.6,(X),(X),(X),26.7,(X),(X),(X)
1400000US36047045800,36047045800,"Census Tract 458, Kings County, New York",508,53,125188,33695,81.3,7.4,112467,23141,32.3,9.0,71340,63398,31.7,8.8,17634,3921,5.1,4.7,7381,2476,0.0,6.2,-,**,14.8,7.3,30055,11982,373,57,156166,44009,9.9,5.4,N,N,53.9,10.7,N,N,7.2,5.3,N,N,13.7,8.8,N,N,13.4,8.4,N,N,1.9,3.0,N,N,1509,221,42795,10717,97.5,3.0,43396,11046,0.7,1.2,N,N,0.0,2.1,-,**,0.9,1.4,N,N,0.0,2.1,-,**,0.0,2.1,-,**,0.9,1.5,N,N,0.9,1.5,N,N,97.5,3.0,43396,11046,49.2,(X),(X),(X),50.9,(X),(X),(X),36.2,(X),(X),(X)
1400000US36047046000,36047046000,"Census Tract 460, Kings County, New York",1191,79,67152,8582,84.6,6.2,69243,8504,13.4,4.3,6205,5534,16.0,4.7,13964,3525,9.2,4.0,10773,1121,3.9,2.5,6520,5249,13.8,6.3,22196,7753,842,96,77640,10836,5.5,3.7,33326,22767,36.3,10.1,42547,10715,22.4,7.8,92810,31684,17.9,9.7,85605,21020,9.0,4.7,131349,33754,8.8,6.3,140149,23687,3612,304,23414,3244,54.5,9.6,25538,5208,13.7,8.6,33512,9905,0.3,0.4,N,N,27.4,8.0,12623,3808,0.0,0.9,-,**,2.7,3.4,30937,42320,1.3,1.2,N,N,4.7,3.7,15388,11845,52.3,9.3,26294,5363,31.7,(X),(X),(X),35.2,(X),(X),(X),23.8,(X),(X),(X)
1400000US36047046201,36047046201,"Census Tract 462.01, Kings County, New York",982,75,50032,7768,66.3,8.1,61848,8354,14.6,5.1,8315,9733,23.9,8.2,11849,2891,19.8,7.3,7702,1728,2.2,2.0,6959,2221,8.9,3.9,23828,11282,566,115,57477,9189,16.4,9.1,N,N,38.2,12.9,N,N,27.0,11.0,N,N,8.0,6.5,N,N,5.7,4.7,N,N,4.8,7.3,N,N,2468,351,20293,2980,74.4,11.4,23154,3930,0.0,1.3,-,**,0.0,1.3,-,**,16.7,8.1,11871,4482,0.0,1.3,-,**,7.7,9.5,13397,1523,1.2,2.1,4150,2256,9.4,9.5,19476,10295,72.8,11.2,22595,4047,34.1,(X),(X),(X),38.9,(X),(X),(X),27.2,(X),(X),(X)
1400000US36047046202,36047046202,"Census Tract 462.02, Kings County, New York",595,47,80338,23859,81.8,5.9,75775,18824,17.0,7.2,36815,34468,24.4,8.1,24616,3837,0.0,5.3,-,**,4.9,4.5,2090,2566,15.6,7.6,36199,15518,477,63,88718,29328,11.5,5.1,N,N,47.8,14.9,N,N,22.9,10.4,N,N,3.6,4.7,N,N,7.5,6.8,N,N,6.7,10.0,N,N,2161,372,22945,8877,87.0,10.0,24932,10922,0.2,0.3,N,N,0.0,1.5,-,**,0.5,0.8,N,N,0.0,1.5,-,**,11.9,9.8,9562,8874,0.4,0.7,-,**,16.6,11.8,10787,6150,82.5,12.2,25506,11965,60.0,(X),(X),(X),57.9,(X),(X),(X),39.1,(X),(X),(X)
